reviews;;
"Malam Cuaners, malem-malem jangan lupa persiapan buat trading besok dong😁 
Yuk intip postingan watchlist untuk besok disini:
 
[%SmES%]

[AKSES REKOM TERBAIK DI BIO LOH.. 😁 ] 

Dianalisa kembali ya, bukan ajakan membeli, hanya opini. *Bukan ajakan *disclaimer on 
Random Tag: [%ACSO%] [%XwCR%] [%YzuL%] [%ZwUL%] [%FEpL%]";;
"IHSG GAP up pagi ini yg ngangkat BIG BANK ya ges 
BBRI BMRI [%KBbT%] [%qJij%] [%dSbj%]";;
[%mbRd%] mantappp naikk trusss❤️❤️❤️❤️🤑🤑🤑🤑;;
[%lmmj%] ini berlaku jika hanya ada 1 bandar saja. Analisis teknikal akan berfungsi sangat baik jika berada di saham besar sekelas [%ijzW%] atau kalau mau contoh ekstrim $AAPL. di mana bandar banyak sekali dengan berbagai kepentingan. Ada bandar yang mau naikin, dihajar bareng bareng sama bandar yang lain. Tapi memang kalau di saham kecil yang bisa ARA dengan 4M saja teknikal hanyalah Astrologi untuk laki laki. di mana uang 4M kecil tentu aja harga sesuai dengan kehendak bandar;;
yg nyerok disini pasti banyak yg cuan, soalnya [%PKVt%] udah +3.3% dr sejak gw posting, [%FEuN%] juga hampir 7500;;
"[%vEXW%] pilihan 6 hari ga ada say di timing predik [%ukYE%] adanya 6 bulan  😁 
Anyway say ... mau naik turun [%Hwrk%] is the best say ... klo ga suka ada [%qfxW%] [%bCwz%] or [%suyb%] say  😘  😘  😘";;
[%aLxS%] detik² close tembus juga 7400😂;;
[%iLNN%] jgn letooyy gas truss. blm BEP niihh hikk hik;;
akhirnya tembus [%LEcE%] ke 7400an lagi..  :rofl: ayo [%Kpjh%] jangan mau kalah, tembusin 1700 hari ini:thumbsup:;;
[%RNHH%] closing jangan dibanting yee;;
ea tembus 7375nya:thumbsup: mantap emang investor [%hGqB%];;
[%dEWa%] lebih kuat tekanannya buat nembus resistance ini [%FCsI%], dari 60k lot jadi sisa 17k lot lagi. Tau sendiri harga/lbrnya [%FCsI%] 5X lipat [%ZjbJ%] :sweat_smile:;;
[%yEHS%] [%Sixb%] dan [%nopU%] sama nih kondisinya, diblokir bejibun. Sedang perang broker asing vs lokal:grin:;;
"Berapa lama holding period anda?
[%MjCm%] [%YFwW%] [%zmfy%] [%HTTE%] [%sVmG%]";;
[%mzNI%] [%Caqn%] [%ckrD%] [%pxYU%] bau2 lapkeu kinerja Q2 bakal moncer;;
"Kira2 disaat [%HlIW%] naek 2% gini ada yg planga plongo ga ya? ga ngapa2in karna takut masuk or masih sangkut. 
[%ODGe%] [%OaNj%] [%IlZU%] [%jYHZ%]";;
"Hehe benerkan pasti cuan 
[%VlBJ%] [%cJsy%] [%POMq%]";;
"Penebar fear dadakan sebetulnya adalah value investor yang terluka..
[%SvdJ%] [%jgwr%] [%ZFtc%] [%dcqb%] [%MBho%]";;
mending [%vbDL%] [%impR%] [%knGg%] lah bang;;
"Siapa yg kmrn ikutan ngacung sini
[%FFjz%] tembus target TP 2
.
AAAAUUU 🐺🐺🐺
Dare to be my pack?
[%LCKL%] [%qdwG%] [%LLwf%] [%GGTM%]";;
[%nVJs%] kira kira masih bakal naik ga;;
"[%kLVJ%]
[%jBuz%] [%KHcI%] [%VrUe%] [%ExCr%]";;
"Bye2 [%DChY%] [%xwkD%] [%ONNJ%] [%RzpZ%]
Pdahal kuharap kalian terus turun lagi
Agar aku bs rapiin porto2 ini
Tp kalian malah terbang ke awan bumi
Aku bener2 belum rela hati
Tapi ya sudahlah biarkan ini terjadi
Kutunggu lagi kalian dibawah nanti";;
Lah [%Zfcj%] malah rebound... Ga dpt barang deh.. Pdhl udh nungguin di 6900😭;;
iya paling ikhlas bayar biaya admin bulanan cuma ke [%NofB%];;
[%JlYq%] pelayanan nya memang terbaik....  yuk ubah haluann ke up trend;;
"lebih baik nge hold [%nwYG%] atau [%YKQv%] ? atau ada yang bagus lagi? 
[%yEAx%] [%aiVj%] [%cIZc%]";;
[%PJCj%] Bank2 lain pada udah terbang nii kamu lagi delay kahh😂;;
"Dow Futures naik ditopang Laporan Q2 yang positif. Saham Netflix naik 8%
[%zCko%]
$DOW30 [%lwhZ%] [%Gicz%] [%xnBC%]";;
"[%OXhy%] ini RUPS nya tanggal 29 Juli kan... keputusan bakal dibawa terbang atau dibawa tidur panjangnya ntar di awal Agustus pasti... jadi wajar ini dimainin di 52 53 dulu... kalo yg mau nyicil silakan nyicil dari skrg, jika gk kuat ya silakan mundur dan jual dari skrg... ygy 😛😛😛
random tag: [%TSbw%] [%yfjP%] [%KIAk%] [%JWcY%]";;
"[%IyEH%] Prediksinya suhu, kira"" sampe harga brapa bupan ini? ";;
"[%jkbR%] big bank lain bisa naik 4% ++ 
bca beraat bro, kapal induk soalnye 😁😁";;
Sektor Perbankan khususnya Big Cap Dipersilahkan untuk koleksi....  [%nKFN%] [%JOxR%] [%vGbx%] [%EfsH%];;
"Kl begitu ngak ada bank rekap dunk bang ?
Mungkin hare ini [%VxZa%] masih dikendalikan Group Salim dan Djarum bukan lagi paling kaya seIndonesia Raya loh bang";;
"[%kerR%] [%xNSX%] [%Cden%] [%KlNm%] [%SczU%]  DLL (Sektor Perbankan)
Sudah Boleh Masuk  😍  😍";;
[%vShb%] ketinggalan kereta nehh.... hadeuh... dr kemaren nunggu di 7.050 ,, udh lari kenceng;;
BBRI sudah tp, sekarang [%kCaR%] juga naik dong;;
"Porto SB delay lagi???
Di Watchlist sdh jauh di porto msh blm update??
[%yHWk%] [%mAWm%] [%vGkU%] [%VzHW%] [%WejX%]";;
[%kQqi%] jemput di 7500 plis 🤝;;
[%yaXa%] tertinggal lagi, selalu tertinggal🥲 [%Roya%] [%Sjpb%] [%tvfW%];;
Bgaimana kabar [%geqA%] [%XzMs%] [%OJBI%] [%YKqH%] [%pkSh%] sudah kah cicil dari awal Juli kemarin?;;
"Mindset orang2 yang salah dan mengangap saham itu judi yah karna mereka trading . Mereka tidak tau apa yang dibelinya hanya mengandalkan Chart , mereka tidak peduli apa itu Fundamental Lapkeu dan bisnis yang dijalankan . Akhirnya Zonk dan menyalahkan Saham itu judi
Ubahlah mindset ke Value investor, invest ke perusahaan yang apa anda tahu , cari lapkew , bisnis apa yang dijalankan , sebagaimana prospek kedepan . Tidak pusing dengan saham yang frukaktif . Tinggal jalani aktitifas sehari-hari dengan rasa tidak tertekan disaham .
Kalo turun kak ? Beli lagi tambah muatan . Dpt barang murah yang tambah muatan . Karna kita yakin dengan perusahaan tersebut
Carilah perusahaan murah diharga yang salah . Buy and Hold sampai harganya sudah mahal
Saham itu persis bangat seperti bisnis/buka usaha . Makanya yg jago bisnis pasti jago juga disaham
Ingat , 
kalo buy and hold kita yang akan kaya .
Kalo trading sekuritas yang akan kaya . 
[%tppF%]
[%SzgW%]
[%lIow%]
[%yYCi%]
[%YqrZ%]";;
"prinsip dalam berinvestasi atau trading adalah tidak ada kepastian 100% benar, sekalipun investor dan trader berpengalaman. Hanya Tuhan yang Maha Tahu dan Maha Benar, jadi berpikir positif, berharap yang baik dan memiliki logika berpikir yang benar akan membantu kita mendapatkan arah yang benar. Good Luck and God bless You All. 
[%xPrw%]  [%bDht%] [%aAKX%]";;
[%PAJW%] [%zsye%] [%FGPS%] [%ZqXd%] gas gas gas 🚀🚀🚀;;
di antara empat ini knp yah kok [%DCPI%] terliat paling lesu ngga bertenaga....;;
Ngga ada yg belanja di [%bxDY%] Ayo dong yg suka Jan ke [%SyiB%] [%rABh%] [%tMpc%] bantu kita2 para jelata di sini silahkan yang [%Kkbk%] juga ya;;
[%zGlz%] [%zaUL%] [%Mvfy%] [%CvbB%] yakin hold? 🤔;;
"Kepada Yth [%UGVa%] kenapa ini porto ketika di refresh Profit &amp; Loss nya ngga gerak? Saham nya naik tapi portonya stuck. Macet lagi pagi ini. Adakah yang mengalami hal yang sama? 
[%Ufav%] [%QYkO%] [%sBeX%] [%JhqQ%] [%jtqf%]";;
"[%QOsr%] hold keras 😁
tag asal [%vSZa%] [%CEJW%] [%HYfX%] [%AaSL%]";;
[%mgpf%] sudah tau kinerja big bank bagus dan indonesia masih baik2 saja, kemarin2 di buang2 itu sudah kesempatan, apalagi bentqr lagi rilis lkq2 yg sudah bisa di pastikan akan baik [%ParU%] [%gMiK%] [%aCJC%] [%jvaN%];;
Alhamdulillah, Puji Tuhan, [%mdGm%] avg 7200 [%XeHm%] avg 7500, udh hejo.. TP atau masih naik agan2?;;
JAKARTA, Yugen Bertumbuh Sekuritas memprediksi IHSG hari ini menguat. IHSG diperkirakan akan bergerak pada rentang 6.578 – 6.789 pada perdagangan Rabu (20/7/2022). BBCA hingga ASRI masuk menu saham pilihan.Yugen Bertumbuh Sekuritas menyebut, IHSG saat ini terlihat mulai menunjukkan tanda tanda unt...;;
"pagi yang cerah
dowjones ditutup hijau dan dow futures juga hijau
menandakan hari ini seharusnya kalau IHSG tidak aneh2 akan cerah 
apalagi dengan keputusan Sri Mulyani yang kemungkinan tidak menaikan suku bunga melainkan menjual bond untuk menyerap liquiditas
menurut saya langkah sri mulyani sangat bagus sekali karena apabila dinaikan suku bunga maka ada kecenderungan beban untuk beberapa sektoral2 di saham dan berdampak buruk terhadap bursa indonesia karena banyak yang exit dan berpindah yang lebih safe heaven
hari ini saya mau live trade lagi dan semoga aja hari ini cerah dan profit sama2 lagi
[%axmU%] [%wufp%] [%qpyB%] [%Umpm%] [%JTAU%]";;
"[%DHJL%] [%HnBi%] [%CfKc%] [%Xzxn%] [%ahUt%]
gabung telegram :  [%ZZDI%] gratis
[%AtEu%]";;
Saham [%MNSK%] bisa ke 6.100 nggak ya? baca ulasannya di sini nih -&gt;;
"Kakak2 senior, mau tanya, ini tulisan B di Financial Stockbit itu artinya ""juta"" atau ""milyar"" ya?
kan itu Q1 2022 INCO pendapatan nya tertulis 3,375 B
itu artinya 3,375 x 1.000.000.000 = 3,3 triliun ?
atau 3,375 x 1.000.000 = 3,3 milyar ?
masih belajar kak :D
[%xGeD%] [%dNJW%] [%yDhx%] [%SzUb%] [%Dugm%]";;
[%rNlF%] hahaha, pengennya. padahal dulu uda didapat undangan jadi MDP [%xZWX%] , tapi terlanjur ke bank lain.. hahaha;;
"[%Rgwk%] [%pBbd%] [%bSEZ%] [%GnuC%]
IHSG NAIK UNTUK TURUN? 
ATAU EMANG UDAH BENERAN MAU REVERSAL.
TETAP DISIPLIN KARENA BELUM ADA CONFIRM !!!";;
"[%srLc%] [%wkUy%] [%cGUg%] [%udvt%]
Kabar BNI yg caplok bank mayora buat jadiin bank digital bersama SEA ltd ada yang tahu ?";;
"[%xgvw%] [%OalX%] [%RvHj%] [%sxWL%] [%LQMI%] 
Join Channel Komunitas Salam Cuan untuk dapet analisa saham GRATIS!
[%jJRh%]
Cakep ya AMRT hari ini tidak dikasih bermain di bawah MA50 dailynya oleh asing. Dengan sudah tidak membuat lower low lagi maka kita coba naikan supportnya ke swing low di 1785 ya.
Dari segi FF sendiri juga hari ini AMRT tambah cakep lagi dengan adanya peningkatan inflow dari asing dengan inflow 31M. Tinggal bersabar dan menunggu asing menggoreng AMRT kembali. CL under 1785";;
"[%hTHg%] [%QfQN%] [%xVug%] [%xHNB%]
Sebenernya [%LBQj%] keren sih udh terintegrasi rdn nya dg bank jago, reksadana dg bibit. Cuman mungkin platformnya harus lebih improve lagi, misal aplikasi ga lelet pas jam buka bursa, withdrawal dari rdn masuk rekening harusnya realtime kyk ajaib dan ipot. Yukkk [%kOHZ%] bisa yukk biar aku dan temen2 lain yg udh transfer saham kemarin dari platform lain ga nyesel pake platform ini. Udah bagus banget ekosistemnya cuman masalah kecil2 tadi yg agak ganggu menurut saya";;
iya betul, ada runding dgn tim Asset Quality Management dengan unit bisnis terkait. Saya suka cara [%OQbx%] dalam memanage kredit dan NPL nya.;;
[%qHxk%] menunggu bca naek;;
[%qoYS%] nunggu Bca 7050 aja, gak sampe2... wkwkkk;;
[%kmZO%] itu masih bagus, yang mau nurunin harga ga bisa karena blokirannya keras perlu modal banyak. Makanya sideways terus dan mulai naik. Perang bandar dan ritel kuat:grin:;;
"Sri Mulyani sebut Resesi Ekonomi Global makin nyata. RI perlu waspada 
[%vaIf%]
[%dgSC%] [%jUzU%] [%Fydf%] [%Fhhb%]";;
[%OGUa%], [%rgcc%], [%oTUW%], saham blue chip rasa gorengan😃, di saat IHSG naik sahamnya malah turun..😃;;
"[%wvrB%] meta the next [%wJIE%].
[%hDRv%],,[%oKKH%],[%FxHB%]";;
[%lkpD%] [%iktK%] [%raCH%] [%ziYE%] perhatian2.. pemegang saham bluechip harap bersabar sdkt again utk lepas landas..🤭😁😄🤗;;
"PT Kioson Komersial Indonesia Tbk baru saja menyelenggarakan Rapat Umum Pemegang Saham Tahunan, pada hari senin, 18 Juli 2022.
Acara tersebut dipimpin oleh Andrew Teh selaku direktur utama dari Kioson dan acara dilakukan melalui platform Zoom.
Mari swipe ke kiri untuk simak hasil-hasil dokumentasi dan poin-poin pembicaraan utama dari hasil acara kemarin !
Random Tag :
[%Gtgn%] [%dmIp%] [%nSUB%] [%lqiv%] [%tIwH%]
69,[%fUKW%] masih ada kesempatan... masih ada kesempatan sebelum market benar2 terkapar,""yg blm CL atau TP ayo buruan Foreign Flow terus menunjukan tren penurunan dan rata2 transaksi dibawah transaksi rata2 [%cxcv%] [%JbYV%] [%ZFgK%] [%RlQE%]"""""",,,,,,,,";;
[%MGoc%] naik nyaris 1% tapi [%mNzk%] dan [%iNgT%] kok diam saja tanpa pergerakan yang agresif. 😅🤨😪;;
"[%ADNy%] yg hold harga IPO cicil ok
DISCLAIMER ON BUKAN AJAKAN MEMBELI
[%FYLh%] [%mBAC%] [%Etfk%] [%CTBz%]";;
"Okay saatnya challenge sama MI nya succor. Kira-kira sampe akhir tahun lebih besar mana gain yang didapat serta drawdown yang dialami antara portofolio kelolaan sendiri dibanding kelolaan MI Succor sekuritas. 
Porto saya ada di gambar 3 sedangkan top holding porto succor di gambar 4. 
Untuk saat ini porto di stockbit minus 1,2%, sedangkan tabungan di reksadana saham succor di bibit minus 0,7%. Jadi saya voor 0,5%. Semoga bisa mengalahkan portofolio nya succor. Klo ternyata gagal outperform reksadana succor, ya udah nabung di reksa dana aja 🤣. 
Random tag [%XeVN%] [%nRax%] [%bhaa%] [%fClN%]";;
"Cara ngejual saham itu tepatnya bagaimana yah?
misalnya saya beli saham seharga 100 untuk 1 lot
trus harga naik jd 120 trus pada saat saya mau sell/jual 1 lot harga price nya jd 115. bisa gk yh tetap saya jual di harga 120?
jujur kagak paham😪
[%urxg%] [%nlqF%] [%CpBX%] [%BOZH%] [%HYwf%]";;
"Moody's : BI siap menaikkan suku bunga 25 bps mulai pada bulan ini 
[%AoMn%]
[%mSfo%] [%aUvR%] [%vVpw%] [%yRtl%]";;
"[%teKK%] [%JBOR%] [%KgCu%] [%mdcY%] 
Dulu masih ingat, Internet cepat buat apa?
bagaimana ekosistem ekonomi digital kalo Google di blokir? 😅😅
Ya aturan sih aturan, cuma ya agak lebay juga kalo cuma main blokir... 
Btw login stockbit jg pakai google... gimana ini 🤣
[%FFMP%]";;
Saatnya naik dulu [%LjlI%] [%cOVU%] [%esIY%] [%GfSp%] [%qADX%];;
"ada 5 saham yg sudah di analisis secara teknikal dan bandarmology dan bakalan dipastikan 2 saham bagger akhir july ini jangan sampai kelewatan join tele free [%Wogj%]
RANDOM TAG : [%XYRQ%] [%pkoG%] [%KZAZ%] [%nXqB%] [%hQNR%]";;
[%WFhe%];;
it's enough average 55 [%xXTT%] time to prove the emiten is still good, [%NFvE%] with 69 style ok la,, [%ZIqi%] [%Llhm%] [%MiyE%];;
"ANALISA TEKNIKAL 4 BANK BESAR
[%LlrV%] [%usbu%] [%hAKP%] [%QNPK%] [%vWXm%] 
Apakah sekarang waktu yang tepat untuk SEROK???
[%djkg%]
81,GZCO = 170";;
"[%JHSF%] sudah dibisikin kemarin di [%zGwH%]
plan tradingnya TP 133 (High) hari ini. Cuan 5% barang kemarin. Cuan konsisten tiap hari bersama followers saya yang mau ambil posisi.
Happy Cuan ya
[%AJJt%] [%zuuE%] [%CxjZ%] [%Srsv%]";;
"#cocoklogy Outlook [%IdLR%] dengan menggunakan Timeframe Weekly. Wish Me Luck. 🤣
[%dvOR%] [%qPZL%] [%PMpo%] [%pGdN%]";;
"[%bOiP%]
Lanjutkan penurunan!!!";;
JAKARTA, Phintraco Sekuritas memperkirakan indeks harga saham gabungan (IHSG) bakal melanjutkan rebound pada perdagangan hari ini. IHSG sempat memasuki area support 6.600-6.630 menjelang penutupan perdagangan Senin (18/7/2022). IHSG akhirnya ditutup naik tipis 7,3 poin (0,11%) ke level 6.659,2.Lebih...;;
"[%eVCu%]
Buy Area : 238-240
Tp Scalping : 260
Tp Slow : 278
Tp Mid Term : 300
Tp Long Term : 420
Avg down untuk Slow : 228-230

CL : 224

Mid Term and Long Term : 214-216

CL : 210

Random Tags : [%oECo%] [%Svzp%] [%ouPx%] [%IeMt%]";;
"[%tpCB%] [%mUiD%] [%yEQi%] [%mMle%] [%MhYf%]
10 Mata Uang Terendah Dan Termurah Di dunia
1.)Rial Iran=100 Dollar US(4.235.000 Rial).
2.)Dong Vietnam=100 Dollar US(2.344.941 Dong).
3.)Kip Laos=100 Dollar US(1.503.377 Kip).
4.)Rupiah Indonesia=100 Dollar US(1.498.110 Rupiah).
5.)Leone Sierra Leone=100 Dollar US(1.355.377 Leone).
6.)Som Uzbekistan=100 Dollar US(1.094.934 Som).
7.)Franc Guinea=100 Dollar US(867.546 Franc).
8.)Guarani Paraguay=100 Dollar US(686.147 Guarani).
9.)Peso Kolombia=100 Dollar US(436.384 Peso).
10.)Ariary Madagaskar=100 Dollar US(420.665 Ariary).";;
[%ScCQ%];;
[%lFkG%];;
"ada yang kena Prank gk nih, liat kemaren IJO2an seger semua, pagi2 melek udah jadi Bunga merah layu.... 😱


[%UbwE%] vs $DOW30


[%ZysZ%] [%QRpa%] [%pMKk%] [%XaGX%]";;
soon omongan elwita bakrie [%xoIu%] 1000 perak jadi kenyataan disusul [%mpOv%] Rp50 perak;;
[%RnMV%] aweet amat ya... Ga mau turun kebawah 7rb..pdhl udh siap mau nyambut tuh hehe;;
"Selain BRI, beberapa bank yang masuk daftar Top 1.000 World Banks yakni, PT Bank Central Asia Tbk ([%rHlq%]), PT Bank Mandiri Tbk ([%tTLk%]), dan PT Bank Negara Indonesia Tbk ([%TVwc%]).
[%xRhY%]";;
"[%bHxz%] [%CLNG%] [%URff%] [%DuWJ%] [%pAfk%]

Join Channel Komunitas Salam Cuan untuk dapet analisa saham GRATIS!

[%CtGQ%]

Melanjuti analisa sebelumnya, AMRT memang kita expect akan lanjut turun hari ini dan penurunan hari ini ternyata lebih cantik dari yang dibayangkan. Secara TA memang penurunan ini terjadi dengan peningkatan volume. Namun ternyata ada hal menarik di balik volume yang meningkat ini.

Ternyata penurunan yang terjadi hari ini dimanfaatkan oleh asing untuk terus mengakumulasi AMRT dengan adanya inflow sekitar 27M. Tentunya cukup wajar ya asing tidak membiarkan AMRT turun ke bawah 1700 karena memang average pembelian mereka ada di area ini. Sangat menarik untuk dibeli ya saat ini, bisa CL under MA50 jika ketat atau under 1740 jika ingin agak longgar. Target tentunya ke atas kepala 2. ✌️";;
"Weekly chart rotation saham saham  sektoral IDXFINANCE  minggu  ini yg bergerak relatif terhadap pergerakan time frame weekly IHSG sebagai pusat rotasi.
kecuali  [%aXRF%] yang bergerak di Zona Psikologis GREED, Bintang Saham Saham bank besar (BMUMN) seperti [%Pbly%], [%hnkB%] dan [%eOsc%] sudah berada di Zona Psikologis FEAR dan kemungkinan akan menyusul [%iBAy%] yang sudah berada di zona Psikologis  PANIC

Rotasi  bintang-bintang  weekly ini dihitung menggunakan data VWAP mingguan . Tutorial dan cara membaca weekly star rotation  : [%mHSn%]";;
"Selamat malam rekan-rekan.
Jika jadi trader utk dapat income stabil spt gaji karyawan, kamu salah profesi deh.

Ketidakpastian adalah hal yg lumrah di dunia trading.

Satu saat profit, waktu lain zonk.

Kondisi spt ini perlu diakrabi dan harus punya perencanaan keuangan solid utk masa paceklik profit.
.
.
tag random stocks
[%kQUC%] [%vdmj%] [%nkcs%] [%AZvv%] [%ztRv%]";;
"Bank swasta terbesar di Amerika, Bank of America kembali mencatatkan penurunan laba 34% di Q2-2022 dipicu oleh Kenaikan suku bunga FED 

[%YXQP%]

$BAC [%rFNf%] [%JmPX%] [%TEaL%] [%imhg%]";;
[%ocxB%];;
"[%JOIq%] [%Rrsj%] [%NFcR%] [%bOeE%] [%JIkL%]


[%FMOj%]";;
"Yaaa Gak Tauuu Kok Nanya Sayaa⚠️🤭 [%Aspo%] 
[%kqXy%] [%vPFE%] [%fZcj%]";;
"Big Bank terbesar si Amerika, JP Morgan mencatatkan Penurunan Laba 28% imbas kenaikan suku bunga 
[%CdxV%]
[%tLzh%] [%UxmB%] [%iPuN%] [%XWkZ%]";;
"[%Nfcl%] MELANJUTKAN PENGUATAN ?
BANDAR ACCUM : BB
[%pdFP%] [%qTeh%] [%YrLd%] [%VDgP%] 
_____________________________
FOLLOW IG &amp; TIKTOK [%vnUg%]
JOIN LIVE TRADING ""TJOAN"" BARENG TIAP HARI SENIN - JUMAT
KLIK LINK DI BIO";;
"[PANTAUAN PAGI TSC]
[%Xqry%]
BBKP
[%nyHN%]
[%GBfb%]
Pagi ini cukup Berpotensi, Semoga Up
Bukan Ajakan, Analisa Kembali, Disclaimer on
[AKSES REKOM TERBAIK DI BIO!]
*disclaimer on
Random Tag: [%poGW%] [%LEXX%]";;
"[%PHdf%] suhu yg hanya muncul ketika market kena hajar kiri asing. Bikin mental tempe hilang.
Konco apik buat nabung saham [%VxRc%] [%JiLf%] [%YwmR%] [%ujHR%]";;
"[%NvhR%] [%siZE%] [%gYqz%] [%sUVs%] [%qzFU%]
Yang iri makin iri Yang dengki makin dengki.🤣🤣🤣
Yang Jahat Makin Jahat.🤣🤣🤣";;
"Selamat pagi, 
Pergerakan [%miLM%] (15/07) ditutup pada zona Merah  dilevel 6651.  Berdasarkan indikator RSI harga sudah menunjukan berada pada zona oversold serta Jika pembentukan candle menembus support dilevel 6568 pergerakan Alan cenderung koreksi . Untuk range pergerakan di level 6480 - 6750. 
	
	
Klik follow untuk mengikuti informasi setiap harinya. 
[%tsOx%] [%oxzJ%] [%pMeU%]";;
"#KabarEmiten(18/72022)
PT Bank Syariah Indonesia Tbk. ([%RzkG%])
 
Secara teknikal BRIS masih menarik bertahan diatas suypport 1410. Dari indikatornya masih potensial untuk membuat high pada hari ini, tertahan resisten 1490 kemunginkinan kuat breakout melihat volumenya lebih besar daripada volume sebelumnya.
Dari transaksi BRIS akumulasi(15/7). Net Buy BB 40rb lot, YP 33rb lot, XA 15rb lot. Net sell PC 27rb lot, CC 15rb lot, OD 10rb lot. Untuk transaksi mingguannya masih terhitung akumulasi dengan YP sebagai Top Buyer 60rb lot, pada Avg 1460. Dari transaksi total BRIS masih menarik. Resum dari teknikal maupun transaksi cukup menarik, namun mengenal BRIS baiknya wait and see dulu.
 
Trading Idea(wait and see) :
Status : Medium Risk
Area buy : Info Khusus (Klik link bio)
Support : 1415, 1410
Resistance : 1490, 1520
Disc On❗️
[%BmnE%] [%bLJA%] [%YgSR%] [%eTBS%]";;
"[%yjHE%]  Secara broker sumary ada lonjakan volume setiap hari HD nyicil beli.
‼bergabung telegram CHECK BIO !!
[%aktR%] [%Mngx%] '[%jWAG%] [%oTlc%]";;
"[%aESI%]
nge FEAR
ga ada harapan lg...
Jual sudah...
enyah lu asing aseng asong...
makin turun makin ku suka...🤣
Grgrgrgrgrgrrrr.....
[%TRiL%]
[%DPkr%]
[%oBqr%]
[%jwtq%]";;
"[%CkzO%] [%dqCr%] [%vMvn%] [%gTge%] [%WUEd%] 
Cara Screening Saham Ala Benjamin Graham 
Episode 1 seri fundamental.
Simak detail penjelasan videonya 
disini  👉 : [%iHtY%]";;
